step,0numUD,0ave_vUD,0numRL,0ave_vRL,1numUD,1ave_vUD,1numRL,1ave_vRL,2numUD,2ave_vUD,2numRL,2ave_vRL,3numUD,3ave_vUD,3numRL,3ave_vRL,4numUD,4ave_vUD,4numRL,4ave_vRL,5numUD,5ave_vUD,5numRL,5ave_vRL
50,0,0.0,0,0.0,3,1.0,0,0.0,4,1.0,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0,5,1.0,0,0.0
51,0,0.0,0,0.0,3,1.0,0,0.0,4,1.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,5,1.0,0,0.0
52,0,0.0,0,0.0,3,1.0,0,0.0,3,1.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,5,1.0,0,0.0
53,0,0.0,0,0.0,2,1.0,0,0.0,3,1.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,5,1.0,0,0.0
54,0,0.0,0,0.0,2,1.0,0,0.0,3,1.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,4,1.0,0,0.0
55,0,0.0,0,0.0,2,1.0,0,0.0,3,1.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,4,1.0,0,0.0
56,0,0.0,0,0.0,2,1.0,0,0.0,3,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,1.0,0,0.0
57,0,0.0,0,0.0,1,1.0,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,1.0,0,0.0
58,0,0.0,0,0.0,1,1.0,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,1.0,0,0.0
59,0,0.0,0,0.0,1,1.0,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,1.0,0,0.0
60,0,0.0,0,0.0,1,1.0,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,1.0,0,0.0
61,0,0.0,0,0.0,1,1.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,1.0,0,0.0
62,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,1.0,0,0.0
63,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,1.0,0,0.0
64,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.0,0,0.0
65,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.0,0,0.0
66,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.0,0,0.0
67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.0,0,0.0
68,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0
69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0
70,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0
71,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0
72,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0
73,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
74,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
75,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
76,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
77,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
78,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
79,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
80,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
81,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
82,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
83,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
84,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
85,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
86,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
87,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
88,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
89,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
90,0,0.0,12,1.0,0,0.0,32,1.0,0,0.0,18,1.0,0,0.0,17,1.0,0,0.0,47,1.0,0,0.0,6,1.0
91,0,0.0,12,1.0,0,0.0,32,1.0,0,0.0,18,1.0,0,0.0,17,1.0,0,0.0,47,1.0,0,0.0,6,1.0
92,0,0.0,12,1.0,0,0.0,32,1.0,0,0.0,18,1.0,0,0.0,17,1.0,0,0.0,47,1.0,0,0.0,6,1.0
93,0,0.0,12,1.0,0,0.0,31,1.0,0,0.0,17,1.0,0,0.0,16,1.0,0,0.0,46,1.0,0,0.0,6,1.0
94,0,0.0,11,1.0,0,0.0,30,1.0,0,0.0,17,1.0,0,0.0,16,1.0,0,0.0,45,1.0,0,0.0,5,1.0
95,0,0.0,11,1.0,0,0.0,30,1.0,0,0.0,17,1.0,0,0.0,16,1.0,0,0.0,45,1.0,0,0.0,5,1.0
96,0,0.0,11,1.0,0,0.0,30,1.0,0,0.0,16,1.0,0,0.0,15,1.0,0,0.0,45,1.0,0,0.0,5,1.0
97,0,0.0,11,1.0,0,0.0,29,1.0,0,0.0,16,1.0,0,0.0,16,1.0,0,0.0,45,1.0,0,0.0,5,1.0
98,0,0.0,11,1.0,0,0.0,29,1.0,0,0.0,16,1.0,0,0.0,16,1.0,0,0.0,43,1.0,0,0.0,4,1.0
99,0,0.0,11,1.0,0,0.0,28,1.0,0,0.0,16,1.0,0,0.0,16,1.0,0,0.0,43,1.0,0,0.0,4,1.0
100,0,0.0,11,1.0,0,0.0,28,1.0,0,0.0,15,1.0,0,0.0,15,1.0,0,0.0,43,1.0,0,0.0,4,1.0
101,0,0.0,11,1.0,0,0.0,28,1.0,0,0.0,15,1.0,0,0.0,15,1.0,0,0.0,43,1.0,0,0.0,4,1.0
102,0,0.0,10,1.0,0,0.0,27,1.0,0,0.0,15,1.0,0,0.0,15,1.0,0,0.0,41,1.0,0,0.0,3,1.0
103,0,0.0,10,1.0,0,0.0,27,1.0,0,0.0,15,1.0,0,0.0,15,1.0,0,0.0,41,1.0,0,0.0,3,1.0
104,0,0.0,10,1.0,0,0.0,27,1.0,0,0.0,14,1.0,0,0.0,14,1.0,0,0.0,41,1.0,0,0.0,3,1.0
105,0,0.0,10,1.0,0,0.0,27,1.0,0,0.0,14,1.0,0,0.0,14,1.0,0,0.0,41,1.0,0,0.0,3,1.0
106,0,0.0,10,1.0,0,0.0,25,1.0,0,0.0,14,1.0,0,0.0,15,1.0,0,0.0,41,1.0,0,0.0,3,1.0
107,0,0.0,9,1.0,0,0.0,25,1.0,0,0.0,14,1.0,0,0.0,15,1.0,0,0.0,39,1.0,0,0.0,2,1.0
108,0,0.0,9,1.0,0,0.0,25,1.0,0,0.0,14,1.0,0,0.0,15,1.0,0,0.0,39,1.0,0,0.0,2,1.0
109,0,0.0,9,1.0,0,0.0,25,1.0,0,0.0,13,1.0,0,0.0,14,1.0,0,0.0,39,1.0,0,0.0,2,1.0
110,0,0.0,10,1.0,0,0.0,25,1.0,0,0.0,14,1.0,0,0.0,14,1.0,0,0.0,39,1.0,0,0.0,2,1.0
111,0,0.0,9,1.0,0,0.0,23,1.0,0,0.0,14,1.0,0,0.0,14,1.0,0,0.0,39,1.0,0,0.0,1,1.0
112,0,0.0,9,1.0,0,0.0,23,1.0,0,0.0,14,1.0,0,0.0,14,1.0,0,0.0,39,1.0,0,0.0,1,1.0
113,0,0.0,9,1.0,0,0.0,23,1.0,0,0.0,13,1.0,0,0.0,13,1.0,0,0.0,39,1.0,0,0.0,1,1.0
114,0,0.0,9,1.0,0,0.0,23,1.0,0,0.0,13,1.0,0,0.0,13,1.0,0,0.0,39,1.0,0,0.0,1,1.0
115,0,0.0,9,1.0,0,0.0,21,1.0,0,0.0,13,1.0,0,0.0,13,1.0,0,0.0,37,1.0,0,0.0,1,1.0
116,0,0.0,8,1.0,0,0.0,21,1.0,0,0.0,13,1.0,0,0.0,13,1.0,0,0.0,37,1.0,0,0.0,0,0.0
117,0,0.0,8,1.0,0,0.0,21,1.0,0,0.0,13,1.0,0,0.0,13,1.0,0,0.0,37,1.0,0,0.0,0,0.0
118,0,0.0,8,1.0,0,0.0,21,1.0,0,0.0,12,1.0,0,0.0,12,1.0,0,0.0,37,1.0,0,0.0,0,0.0
119,0,0.0,9,1.0,0,0.0,21,1.0,0,0.0,12,1.0,0,0.0,12,1.0,0,0.0,37,1.0,0,0.0,0,0.0
120,0,0.0,8,1.0,0,0.0,19,1.0,0,0.0,12,1.0,0,0.0,12,1.0,0,0.0,37,1.0,0,0.0,0,0.0
121,0,0.0,8,1.0,0,0.0,19,1.0,0,0.0,12,1.0,0,0.0,12,1.0,0,0.0,37,1.0,0,0.0,0,0.0
122,0,0.0,8,1.0,0,0.0,19,1.0,0,0.0,11,1.0,0,0.0,11,1.0,0,0.0,37,1.0,0,0.0,0,0.0
123,0,0.0,8,1.0,0,0.0,19,1.0,0,0.0,11,1.0,0,0.0,11,1.0,0,0.0,37,1.0,0,0.0,0,0.0
124,0,0.0,9,1.0,0,0.0,19,1.0,0,0.0,11,1.0,0,0.0,11,1.0,0,0.0,37,1.0,0,0.0,0,0.0
125,0,0.0,8,1.0,0,0.0,17,1.0,0,0.0,11,1.0,0,0.0,11,1.0,0,0.0,35,1.0,0,0.0,0,0.0
126,0,0.0,8,1.0,0,0.0,17,1.0,0,0.0,11,1.0,0,0.0,11,1.0,0,0.0,35,1.0,0,0.0,0,0.0
127,0,0.0,8,1.0,0,0.0,17,1.0,0,0.0,10,1.0,0,0.0,10,1.0,0,0.0,35,1.0,0,0.0,0,0.0
128,0,0.0,8,1.0,0,0.0,17,1.0,0,0.0,10,1.0,0,0.0,10,1.0,0,0.0,35,1.0,0,0.0,0,0.0
129,0,0.0,8,1.0,0,0.0,17,1.0,0,0.0,10,1.0,0,0.0,11,1.0,0,0.0,35,1.0,0,0.0,0,0.0
130,0,0.0,8,1.0,0,0.0,15,1.0,0,0.0,10,1.0,0,0.0,11,1.0,0,0.0,33,1.0,0,0.0,0,0.0
131,0,0.0,8,1.0,0,0.0,15,1.0,0,0.0,9,1.0,0,0.0,10,1.0,0,0.0,33,1.0,0,0.0,0,0.0
132,0,0.0,8,1.0,0,0.0,15,1.0,0,0.0,9,1.0,0,0.0,10,1.0,0,0.0,33,1.0,0,0.0,0,0.0
133,0,0.0,8,1.0,0,0.0,15,1.0,0,0.0,9,1.0,0,0.0,10,1.0,0,0.0,33,1.0,0,0.0,0,0.0
134,0,0.0,8,1.0,0,0.0,15,1.0,0,0.0,9,1.0,0,0.0,11,1.0,0,0.0,33,1.0,0,0.0,0,0.0
135,0,0.0,8,1.0,0,0.0,13,1.0,0,0.0,9,1.0,0,0.0,11,1.0,0,0.0,31,1.0,0,0.0,0,0.0
136,0,0.0,8,1.0,0,0.0,13,1.0,0,0.0,8,1.0,0,0.0,10,1.0,0,0.0,31,1.0,0,0.0,0,0.0
137,0,0.0,8,1.0,0,0.0,13,1.0,0,0.0,8,1.0,0,0.0,10,1.0,0,0.0,31,1.0,0,0.0,0,0.0
138,0,0.0,7,1.0,0,0.0,13,1.0,0,0.0,8,1.0,0,0.0,10,1.0,0,0.0,31,1.0,0,0.0,0,0.0
139,0,0.0,7,1.0,0,0.0,13,1.0,0,0.0,8,1.0,0,0.0,11,1.0,0,0.0,31,1.0,0,0.0,0,0.0
140,0,0.0,7,1.0,0,0.0,13,1.0,0,0.0,7,1.0,0,0.0,10,1.0,0,0.0,29,1.0,0,0.0,0,0.0
141,0,0.0,7,1.0,0,0.0,13,1.0,0,0.0,7,1.0,0,0.0,10,1.0,0,0.0,29,1.0,0,0.0,0,0.0
142,0,0.0,7,1.0,0,0.0,13,1.0,0,0.0,7,1.0,0,0.0,10,1.0,0,0.0,29,1.0,0,0.0,0,0.0
143,0,0.0,6,1.0,0,0.0,11,1.0,0,0.0,7,1.0,0,0.0,10,1.0,0,0.0,29,1.0,0,0.0,0,0.0
144,0,0.0,6,1.0,0,0.0,11,1.0,0,0.0,7,1.0,0,0.0,11,1.0,0,0.0,29,1.0,0,0.0,0,0.0
145,0,0.0,6,1.0,0,0.0,11,1.0,0,0.0,6,1.0,0,0.0,10,1.0,0,0.0,27,1.0,0,0.0,0,0.0
146,0,0.0,6,1.0,0,0.0,11,1.0,0,0.0,6,1.0,0,0.0,10,1.0,0,0.0,27,1.0,0,0.0,0,0.0
147,0,0.0,6,1.0,0,0.0,11,1.0,0,0.0,6,1.0,0,0.0,10,1.0,0,0.0,27,1.0,0,0.0,0,0.0
148,0,0.0,6,1.0,0,0.0,11,1.0,0,0.0,6,1.0,0,0.0,10,1.0,0,0.0,27,1.0,0,0.0,0,0.0
149,0,0.0,5,1.0,0,0.0,11,1.0,0,0.0,6,1.0,0,0.0,11,1.0,0,0.0,27,1.0,0,0.0,0,0.0
150,0,0.0,5,1.0,0,0.0,11,1.0,0,0.0,5,1.0,0,0.0,10,1.0,0,0.0,25,1.0,0,0.0,0,0.0
151,0,0.0,5,1.0,0,0.0,11,1.0,0,0.0,5,1.0,0,0.0,10,1.0,0,0.0,25,1.0,0,0.0,0,0.0
152,0,0.0,5,1.0,0,0.0,9,1.0,0,0.0,5,1.0,0,0.0,10,1.0,0,0.0,25,1.0,0,0.0,0,0.0
153,0,0.0,5,1.0,0,0.0,9,1.0,0,0.0,5,1.0,0,0.0,10,1.0,0,0.0,25,1.0,0,0.0,0,0.0
154,0,0.0,5,1.0,0,0.0,9,1.0,0,0.0,4,1.0,0,0.0,9,1.0,0,0.0,25,1.0,0,0.0,1,1.0
155,0,0.0,5,1.0,0,0.0,9,1.0,0,0.0,4,1.0,0,0.0,9,1.0,0,0.0,23,1.0,0,0.0,1,1.0
156,0,0.0,5,1.0,0,0.0,9,1.0,0,0.0,4,1.0,0,0.0,9,1.0,0,0.0,23,1.0,0,0.0,1,1.0
157,0,0.0,5,1.0,0,0.0,9,1.0,0,0.0,4,1.0,0,0.0,9,1.0,0,0.0,23,1.0,0,0.0,1,1.0
158,0,0.0,5,1.0,0,0.0,9,1.0,0,0.0,4,1.0,0,0.0,9,1.0,0,0.0,23,1.0,0,0.0,1,1.0
159,0,0.0,5,1.0,0,0.0,9,1.0,0,0.0,3,1.0,0,0.0,8,1.0,0,0.0,23,1.0,0,0.0,1,1.0
160,0,0.0,5,1.0,0,0.0,9,1.0,0,0.0,3,1.0,0,0.0,8,1.0,0,0.0,23,1.0,0,0.0,1,1.0
161,0,0.0,4,1.0,0,0.0,7,1.0,0,0.0,3,1.0,0,0.0,8,1.0,0,0.0,21,1.0,0,0.0,1,1.0
162,0,0.0,4,1.0,0,0.0,7,1.0,0,0.0,3,1.0,0,0.0,8,1.0,0,0.0,21,1.0,0,0.0,1,1.0
163,0,0.0,4,1.0,0,0.0,7,1.0,0,0.0,2,1.0,0,0.0,7,1.0,0,0.0,21,1.0,0,0.0,1,1.0
164,0,0.0,4,1.0,0,0.0,7,1.0,0,0.0,2,1.0,0,0.0,7,1.0,0,0.0,21,1.0,0,0.0,1,1.0
165,0,0.0,4,1.0,0,0.0,7,1.0,0,0.0,2,1.0,0,0.0,7,1.0,0,0.0,21,1.0,0,0.0,1,1.0
166,0,0.0,4,1.0,0,0.0,7,1.0,0,0.0,2,1.0,0,0.0,7,1.0,0,0.0,21,1.0,0,0.0,1,1.0
167,0,0.0,4,1.0,0,0.0,7,1.0,0,0.0,2,1.0,0,0.0,7,1.0,0,0.0,21,1.0,0,0.0,1,1.0
168,0,0.0,4,1.0,0,0.0,7,1.0,0,0.0,1,1.0,0,0.0,6,1.0,0,0.0,21,1.0,0,0.0,1,1.0
169,0,0.0,4,1.0,0,0.0,7,1.0,0,0.0,1,1.0,0,0.0,6,1.0,0,0.0,21,1.0,0,0.0,1,1.0
170,0,0.0,3,1.0,0,0.0,7,1.0,0,0.0,1,1.0,0,0.0,6,1.0,0,0.0,21,1.0,0,0.0,1,1.0
171,0,0.0,3,1.0,0,0.0,5,1.0,0,0.0,1,1.0,0,0.0,6,1.0,0,0.0,19,1.0,0,0.0,1,1.0
172,0,0.0,3,1.0,0,0.0,5,1.0,0,0.0,0,0.0,0,0.0,5,1.0,0,0.0,19,1.0,0,0.0,1,1.0
173,0,0.0,3,1.0,0,0.0,5,1.0,0,0.0,0,0.0,0,0.0,5,1.0,0,0.0,19,1.0,0,0.0,1,1.0
174,0,0.0,3,1.0,0,0.0,5,1.0,0,0.0,0,0.0,0,0.0,5,1.0,0,0.0,19,1.0,0,0.0,1,1.0
175,0,0.0,4,1.0,0,0.0,5,1.0,0,0.0,0,0.0,0,0.0,5,1.0,0,0.0,19,1.0,0,0.0,1,1.0
176,0,0.0,3,1.0,0,0.0,4,1.0,0,0.0,0,0.0,0,0.0,5,1.0,0,0.0,19,1.0,0,0.0,1,1.0
177,0,0.0,3,1.0,0,0.0,4,1.0,0,0.0,0,0.0,0,0.0,5,1.0,0,0.0,19,1.0,0,0.0,1,1.0
178,0,0.0,3,1.0,0,0.0,4,1.0,0,0.0,0,0.0,0,0.0,5,1.0,0,0.0,19,1.0,0,0.0,1,1.0
179,0,0.0,3,1.0,0,0.0,4,1.0,0,0.0,0,0.0,0,0.0,5,1.0,0,0.0,19,1.0,0,0.0,1,1.0
180,0,0.0,3,1.0,0,0.0,3,1.0,0,0.0,0,0.0,0,0.0,4,1.0,0,0.0,17,1.0,0,0.0,1,1.0
181,0,0.0,2,1.0,0,0.0,3,1.0,0,0.0,0,0.0,0,0.0,4,1.0,0,0.0,17,1.0,0,0.0,1,1.0
182,0,0.0,2,1.0,0,0.0,3,1.0,0,0.0,0,0.0,0,0.0,4,1.0,0,0.0,17,1.0,0,0.0,1,1.0
183,0,0.0,2,1.0,0,0.0,3,1.0,0,0.0,0,0.0,0,0.0,4,1.0,0,0.0,17,1.0,0,0.0,1,1.0
